Date,Product_ID,Product_Category,City,Store_Type,Price,Discount_Percentage,Marketing_Spend,Holiday_Flag,Previous_Month_Demand,Season,Next_Month_Demand
2025-07-01,ELEC103,Electronics,Delhi,Neighbourhood,7705.0,10,5348.43,No,167,Monsoon,196
2025-07-01,ELEC104,Electronics,Mumbai,Neighbourhood,3127.15,0,5786.93,No,182,Monsoon,220
2025-02-01,CARE104,Personal Care,Kochi,Mall,797.95,0,18854.18,No,571,Winter,528
2024-06-01,CARE101,Personal Care,Chennai,Mall,350.58,0,23882.52,No,599,Monsoon,577
2024-03-01,CARE103,Personal Care,Delhi,Mall,170.02,10,22465.18,No,1006,Summer,1073
2025-07-01,FASH101,Fashion,Bengaluru,Supermarket,1276.43,20,10617.01,No,492,Monsoon,601
2024-01-01,ELEC104,Electronics,Delhi,Mall,3803.81,5,5687.3,Yes,183,Winter,257
2023-02-01,CARE104,Personal Care,Bengaluru,Neighbourhood,891.31,5,8660.01,No,725,Winter,744
2024-03-01,HOME101,Home Appliances,Hyderabad,Supermarket,11875.13,20,27796.68,No,187,Summer,265
2025-08-01,ELEC102,Electronics,Mumbai,Neighbourhood,26510.27,25,8634.91,Yes,158,Monsoon,300
2024-09-01,CARE102,Personal Care,Bengaluru,Mall,592.07,15,27642.34,No,925,Festival,1455
2023-12-01,ELEC103,Electronics,Bengaluru,Neighbourhood,9096.51,15,20995.87,Yes,180,Winter,340
2025-07-01,HOME104,Home Appliances,Pune,Mall,5642.21,10,12063.51,No,160,Monsoon,143
2025-10-01,HOME101,Home Appliances,Chennai,Supermarket,11067.28,20,24285.8,No,134,Festival,282
2023-04-01,CARE104,Personal Care,Bengaluru,Supermarket,1016.72,5,11209.22,No,1094,Summer,892
2024-04-01,ELEC104,Electronics,Pune,High Street,2990.57,25,27047.29,No,168,Summer,262
2024-10-01,HOME104,Home Appliances,Hyderabad,High Street,5627.07,0,9628.97,Yes,165,Festival,272
2024-04-01,CARE101,Personal Care,Pune,Neighbourhood,380.35,5,26905.51,No,523,Summer,483
2023-07-01,HOME103,Home Appliances,Mumbai,High Street,18040.74,10,5831.52,No,125,Monsoon,158
2024-01-01,FASH104,Fashion,Bengaluru,Mall,3388.8,25,9394.68,Yes,560,Winter,776
2025-10-01,HOME103,Home Appliances,Kochi,Supermarket,18901.38,5,28507.15,No,143,Festival,223
2024-04-01,FASH104,Fashion,Kochi,Supermarket,3335.33,0,25014.08,No,402,Summer,311
2023-05-01,FASH102,Fashion,Pune,High Street,2525.39,5,7945.47,No,299,Summer,256
2023-12-01,GROC101,Groceries,Kochi,Mall,105.69,10,10616.51,Yes,1086,Winter,1203
2025-07-01,ELEC102,Electronics,Hyderabad,High Street,24662.2,20,24030.23,No,164,Monsoon,236
2025-04-01,FASH101,Fashion,Bengaluru,High Street,1689.12,5,24749.23,No,346,Summer,441
2023-09-01,CARE102,Personal Care,Hyderabad,High Street,659.25,20,21068.33,No,714,Festival,1051
2024-05-01,HOME103,Home Appliances,Kolkata,Mall,17327.03,20,22162.85,No,172,Summer,224
2023-05-01,CARE103,Personal Care,Kolkata,Supermarket,157.04,25,4163.27,No,646,Summer,780
2023-02-01,ELEC104,Electronics,Hyderabad,Supermarket,3694.43,10,6353.49,No,277,Winter,289
2023-06-01,HOME104,Home Appliances,Hyderabad,Mall,5590.79,0,27240.61,No,126,Monsoon,167
2024-04-01,CARE103,Personal Care,Chennai,High Street,196.05,25,23987.58,No,628,Summer,744
2023-02-01,ELEC101,Electronics,Pune,High Street,18749.56,10,26656.64,No,134,Winter,204
2023-07-01,ELEC102,Electronics,Hyderabad,Supermarket,22171.51,20,19765.04,No,240,Monsoon,300
2023-08-01,HOME103,Home Appliances,Hyderabad,Neighbourhood,17027.03,20,14828.72,Yes,97,Monsoon,236
2024-10-01,HOME104,Home Appliances,Chennai,Mall,5167.43,5,6587.27,Yes,115,Festival,217
2025-08-01,HOME102,Home Appliances,Bengaluru,Mall,7848.7,5,4649.89,Yes,207,Monsoon,239
2023-09-01,ELEC102,Electronics,Mumbai,Supermarket,21417.12,0,27520.02,No,268,Festival,455
2025-05-01,CARE102,Personal Care,Bengaluru,Neighbourhood,644.07,5,27612.47,No,451,Summer,732
2024-08-01,CARE103,Personal Care,Hyderabad,Neighbourhood,186.82,10,28967.29,Yes,562,Monsoon,662
2025-02-01,FASH101,Fashion,Pune,High Street,1564.19,0,4988.56,No,262,Winter,230
2025-03-01,CARE104,Personal Care,Hyderabad,Neighbourhood,980.59,0,22327.85,No,494,Summer,418
2024-07-01,HOME102,Home Appliances,Mumbai,Mall,6991.43,10,7732.23,No,169,Monsoon,184
2023-07-01,CARE103,Personal Care,Mumbai,High Street,161.87,10,3554.11,No,934,Monsoon,906
2024-06-01,FASH101,Fashion,Kochi,High Street,1477.47,10,22328.61,No,242,Monsoon,210
2023-07-01,CARE104,Personal Care,Pune,Neighbourhood,825.42,15,17448.52,No,509,Monsoon,613
2024-05-01,ELEC102,Electronics,Kochi,High Street,22873.45,10,13327.88,No,167,Summer,166
2025-12-01,GROC101,Groceries,Bengaluru,High Street,136.0,10,18514.1,Yes,907,Winter,1063
2025-04-01,HOME102,Home Appliances,Kolkata,Neighbourhood,7066.22,10,7159.64,No,121,Summer,142
2025-10-01,FASH104,Fashion,Delhi,Supermarket,3547.53,25,23844.57,Yes,612,Festival,1019
2023-11-01,CARE104,Personal Care,Mumbai,Supermarket,802.53,0,18220.26,Yes,1012,Festival,1375
2024-09-01,GROC101,Groceries,Chennai,Supermarket,127.19,0,22487.8,No,903,Festival,985
2025-08-01,GROC102,Groceries,Kolkata,Neighbourhood,282.51,5,12506.02,Yes,615,Monsoon,591
2024-06-01,HOME102,Home Appliances,Kolkata,Neighbourhood,7928.05,0,19045.37,No,85,Monsoon,119
2024-02-01,CARE101,Personal Care,Kochi,High Street,307.42,10,171946.0391,No,666,Winter,639
2024-04-01,CARE103,Personal Care,Bengaluru,High Street,197.44,0,24555.29,No,893,Summer,833
2023-07-01,FASH101,Fashion,Bengaluru,Supermarket,1376.11,5,15535.1,No,405,Monsoon,432
2023-11-01,CARE101,Personal Care,Kolkata,Mall,307.2,5,12716.71,Yes,751,Festival,1065
2023-04-01,HOME102,Home Appliances,Delhi,Mall,7789.99,10,20339.02,No,176,Summer,238
2024-07-01,CARE104,Personal Care,Hyderabad,Neighbourhood,815.58,10,20112.28,No,570,Monsoon,645
2024-09-01,HOME101,Home Appliances,Chennai,Mall,10208.11,20,10199.24,No,171,Festival,283
2024-09-01,GROC101,Groceries,Kolkata,Neighbourhood,102.46,20,11429.1,No,661,Festival,1308
2024-01-01,FASH101,Fashion,Delhi,Mall,1399.04,15,11916.97,Yes,459,Winter,660
2024-02-01,ELEC104,Electronics,Kolkata,Supermarket,3085.57,0,25284.15,No,166,Winter,190
2023-05-01,HOME101,Home Appliances,Kolkata,High Street,13761.71,20,19487.34,No,144,Summer,175
2024-06-01,ELEC102,Electronics,Kochi,High Street,23611.58,0,12683.2,No,198,Monsoon,172
2024-08-01,CARE103,Personal Care,Kolkata,Supermarket,154.78,10,22137.77,No,828,Monsoon,788
2025-05-01,CARE101,Personal Care,Pune,High Street,327.19,0,11288.5,No,557,Summer,480
2024-02-01,HOME102,Home Appliances,Delhi,Mall,7923.39,20,4667.24,No,135,Winter,201
2023-04-01,HOME102,Home Appliances,Chennai,Mall,6950.99,5,7023.23,No,167,Summer,165
2025-02-01,GROC103,Groceries,Kolkata,Mall,80.42,10,11727.78,No,1235,Winter,1121
2024-07-01,GROC103,Groceries,Chennai,High Street,85.89,5,20449.11,No,1145,Monsoon,847
2023-06-01,HOME102,Home Appliances,Mumbai,Mall,7008.74,15,18509.55,No,135,Monsoon,205
2023-10-01,CARE101,Personal Care,Mumbai,Supermarket,313.52,20,20020.98,Yes,1098,Festival,1774
2023-07-01,CARE104,Personal Care,Bengaluru,Mall,950.96,25,28688.18,No,886,Monsoon,1014
2024-12-01,ELEC101,Electronics,Hyderabad,High Street,19224.45,15,13132.15,Yes,169,Winter,277
2024-11-01,CARE101,Personal Care,Chennai,Supermarket,313.23,5,28685.69,Yes,921,Festival,1254
2023-02-01,FASH103,Fashion,Kolkata,Supermarket,982.34,10,11390.43,No,354,Winter,371
2024-04-01,ELEC102,Electronics,Chennai,Mall,24972.81,10,11112.03,No,248,Summer,254
2025-03-01,ELEC103,Electronics,Kolkata,Neighbourhood,7120.89,0,20161.96,No,155,Summer,194
2024-06-01,ELEC103,Electronics,Chennai,Supermarket,7994.29,20,25954.06,No,188,Monsoon,257
2023-12-01,HOME102,Home Appliances,Delhi,Mall,8417.2,15,29504.24,Yes,164,Winter,335
2023-05-01,FASH104,Fashion,Hyderabad,High Street,2982.04,0,15125.98,No,327,Summer,353
2024-10-01,CARE104,Personal Care,Delhi,High Street,965.03,0,5972.57,No,917,Festival,1039
2024-03-01,GROC104,Groceries,Hyderabad,Mall,440.29,5,27028.08,No,825,Summer,772
2024-05-01,ELEC102,Electronics,Hyderabad,Neighbourhood,27885.41,5,21669.94,No,163,Summer,188
2024-03-01,FASH102,Fashion,Mumbai,Supermarket,1964.7,0,26845.95,No,405,Summer,471
2025-08-01,ELEC102,Electronics,Chennai,Neighbourhood,25577.29,0,5159.62,Yes,169,Monsoon,201
2024-05-01,GROC101,Groceries,Delhi,Neighbourhood,119.65,10,19783.09,No,946,Summer,1124
2024-07-01,HOME103,Home Appliances,Kochi,Supermarket,17939.43,15,26221.35,No,107,Monsoon,125
2023-04-01,CARE101,Personal Care,Mumbai,Neighbourhood,354.6,20,21229.39,No,642,Summer,963
2025-10-01,CARE104,Personal Care,Delhi,Mall,995.04,5,13289.18,No,738,Festival,880
2025-08-01,FASH102,Fashion,Mumbai,Mall,2010.83,10,15809.43,No,404,Monsoon,471
2025-05-01,HOME104,Home Appliances,Kolkata,Neighbourhood,5188.46,25,7967.42,No,107,Summer,180
2024-06-01,CARE103,Personal Care,Kolkata,High Street,185.59,5,4525.8,No,719,Monsoon,689
2023-03-01,ELEC102,Electronics,Delhi,Supermarket,27754.63,25,22644.73,No,200,Summer,323
2025-02-01,HOME102,Home Appliances,Hyderabad,Neighbourhood,7253.43,15,12099.88,No,110,Winter,161
2024-03-01,HOME103,Home Appliances,Pune,Neighbourhood,15385.0,0,15879.17,No,78,Summer,135
2025-01-01,GROC101,Groceries,Delhi,Neighbourhood,108.75,15,25373.87,No,859,Winter,1341
2024-12-01,FASH102,Fashion,Kochi,Neighbourhood,1987.91,25,19823.51,Yes,203,Winter,438
2025-08-01,GROC103,Groceries,Pune,Mall,73.26,10,29567.29,No,750,Monsoon,831
2023-02-01,GROC104,Groceries,Delhi,Neighbourhood,484.89,5,5350.75,No,845,Winter,928
2023-02-01,FASH101,Fashion,Pune,Neighbourhood,1612.6,0,12688.75,No,272,Winter,264
2024-05-01,FASH104,Fashion,Bengaluru,Supermarket,3252.05,15,12485.48,No,577,Summer,592
2025-12-01,CARE101,Personal Care,Hyderabad,Neighbourhood,384.94,10,10527.61,Yes,540,Winter,668
2025-09-01,ELEC104,Electronics,Chennai,Supermarket,3161.6,15,29950.3,No,250,Festival,381
2024-04-01,HOME101,Home Appliances,Pune,Supermarket,12062.27,25,27193.53,No,136,Summer,223
2025-12-01,CARE104,Personal Care,Kolkata,Neighbourhood,998.55,10,24021.65,Yes,609,Winter,668
2023-05-01,CARE103,Personal Care,Kolkata,Supermarket,192.06,5,28294.29,No,588,Summer,563
2023-08-01,CARE101,Personal Care,Pune,Mall,365.19,10,27560.22,No,548,Monsoon,641
2024-02-01,FASH101,Fashion,Mumbai,Neighbourhood,1297.36,10,10192.66,No,372,Winter,483
2023-09-01,GROC104,Groceries,Hyderabad,Supermarket,504.29,10,26128.61,No,1082,Festival,1533
2025-12-01,GROC102,Groceries,Bengaluru,Supermarket,248.25,5,29780.13,Yes,1149,Winter,1234
2025-01-01,ELEC102,Electronics,Pune,Mall,23986.51,0,28792.74,Yes,199,Winter,298
2023-07-01,HOME104,Home Appliances,Bengaluru,High Street,4544.35,15,29500.19,No,168,Monsoon,271
2023-12-01,CARE101,Personal Care,Chennai,Mall,352.42,25,7925.52,Yes,693,Winter,825
2025-02-01,HOME102,Home Appliances,Mumbai,Mall,7630.82,15,18948.53,No,182,Winter,258
2023-01-01,FASH104,Fashion,Mumbai,High Street,3587.6,20,17553.22,Yes,535,Winter,767
2024-09-01,ELEC103,Electronics,Mumbai,Mall,7916.81,10,26943.87,No,206,Festival,390
2023-12-01,HOME104,Home Appliances,Pune,Supermarket,5220.17,10,13934.8,Yes,164,Winter,227
2024-04-01,HOME104,Home Appliances,Delhi,High Street,5443.07,0,12547.34,No,125,Summer,139
2024-03-01,ELEC104,Electronics,Kochi,Neighbourhood,3312.86,5,11326.31,No,113,Summer,117
2024-11-01,FASH103,Fashion,Mumbai,Neighbourhood,874.69,15,13523.09,Yes,322,Festival,694
2024-12-01,CARE101,Personal Care,Pune,Mall,324.81,5,28233.86,Yes,572,Winter,766
2025-03-01,HOME104,Home Appliances,Kolkata,Neighbourhood,5594.12,15,6763.56,No,115,Summer,120
2024-12-01,HOME102,Home Appliances,Hyderabad,Mall,7547.43,20,29743.91,Yes,126,Winter,298
2024-01-01,ELEC104,Electronics,Mumbai,High Street,3771.09,15,25224.05,Yes,256,Winter,435
2024-03-01,HOME101,Home Appliances,Hyderabad,Supermarket,13520.92,10,19936.47,No,134,Summer,173
2025-05-01,ELEC103,Electronics,Mumbai,Supermarket,8032.01,5,3911.67,No,261,Summer,237
2024-03-01,CARE101,Personal Care,Bengaluru,Neighbourhood,308.19,0,5358.71,No,612,Summer,728
2023-05-01,GROC103,Groceries,Pune,Supermarket,83.67,15,11636.03,No,894,Summer,959
2024-09-01,CARE103,Personal Care,Chennai,Supermarket,190.76,0,14855.72,No,870,Festival,862
2024-08-01,CARE102,Personal Care,Kolkata,Supermarket,642.34,15,5033.43,No,698,Monsoon,591
2023-11-01,ELEC103,Electronics,Kolkata,Supermarket,7942.86,20,27855.76,Yes,186,Festival,429
2024-12-01,CARE102,Personal Care,Delhi,Mall,711.71,0,23832.39,Yes,965,Winter,1101
2023-09-01,ELEC101,Electronics,Mumbai,High Street,18505.42,15,10527.68,No,248,Festival,407
2024-10-01,GROC102,Groceries,Kolkata,Mall,218.14,25,14572.0,Yes,1102,Festival,1875
2024-06-01,ELEC104,Electronics,Kochi,Supermarket,3993.45,10,29663.95,No,196,Monsoon,181
2024-02-01,ELEC101,Electronics,Mumbai,Supermarket,19858.36,10,28031.14,No,257,Winter,324
2023-01-01,CARE101,Personal Care,Kolkata,Supermarket,367.11,15,13322.02,Yes,720,Winter,846
2023-03-01,HOME102,Home Appliances,Hyderabad,High Street,7427.97,10,15272.67,No,171,Summer,197
2025-04-01,HOME101,Home Appliances,Pune,Neighbourhood,12740.05,25,18479.8,No,75,Summer,119
2025-01-01,CARE102,Personal Care,Bengaluru,Neighbourhood,648.52,15,17060.12,No,533,Winter,808
2025-11-01,ELEC103,Electronics,Hyderabad,Neighbourhood,9123.97,15,4493.12,Yes,164,Festival,341
2025-06-01,ELEC102,Electronics,Bengaluru,Supermarket,27764.92,5,13540.89,No,195,Monsoon,210
2023-02-01,CARE101,Personal Care,Delhi,Neighbourhood,336.22,15,20782.07,No,609,Winter,895
2025-04-01,HOME101,Home Appliances,Unknown,High Street,10884.07,5,22420.33,No,160,Summer,257
2023-05-01,CARE102,Personal Care,Hyderabad,Neighbourhood,596.04,5,21527.17,No,605,Summer,622
2025-03-01,CARE103,Personal Care,Pune,Mall,187.75,0,27881.02,No,639,Summer,579
2023-11-01,GROC101,Groceries,Delhi,Neighbourhood,118.07,10,25903.41,Yes,1016,Festival,1664
2025-12-01,FASH102,Fashion,Kochi,High Street,1976.85,5,11877.43,No,259,Winter,310
2024-11-01,GROC104,Groceries,Kochi,High Street,498.87,5,19114.36,Yes,847,Festival,901
2024-08-01,HOME104,Home Appliances,Hyderabad,Mall,4939.57,10,7156.82,Yes,185,Monsoon,235
2024-01-01,GROC104,Groceries,Chennai,Neighbourhood,408.16,25,15124.21,No,869,Winter,1267
2023-02-01,GROC102,Groceries,Delhi,Mall,275.29,20,3409.67,No,1498,Winter,1668
2025-03-01,ELEC104,Electronics,Chennai,Neighbourhood,3439.18,10,10408.45,No,117,Summer,175
2023-09-01,FASH102,Fashion,Mumbai,High Street,2008.65,5,7668.59,No,471,Festival,662
2024-06-01,FASH103,Fashion,Pune,Supermarket,955.06,10,5112.48,No,410,Monsoon,354
2024-06-01,HOME104,Home Appliances,Kolkata,Mall,5690.89,15,7456.01,No,186,Monsoon,177
2023-07-01,GROC103,Groceries,Pune,High Street,72.16,10,6152.69,No,839,Monsoon,784
2023-10-01,FASH103,Fashion,Chennai,High Street,806.83,10,17466.51,Yes,365,Festival,634
2023-10-01,CARE103,Personal Care,Kochi,Mall,203.26,0,15922.08,Yes,712,Festival,744
2024-09-01,ELEC104,Electronics,Pune,Neighbourhood,3043.57,25,24429.12,No,132,Festival,300
2023-03-01,HOME101,Home Appliances,Kochi,High Street,12400.52,20,3551.7,No,117,Summer,104
2025-02-01,GROC101,Groceries,Hyderabad,Mall,112.03,10,18607.08,No,1099,Winter,1048
2025-05-01,HOME103,Home Appliances,Pune,High Street,20302.36,10,4443.25,No,110,Summer,103
2025-02-01,CARE101,Personal Care,Delhi,Mall,336.07,5,15159.37,No,1022,Winter,988
2023-08-01,FASH103,Fashion,Hyderabad,Supermarket,804.98,20,20164.96,No,531,Monsoon,557
2024-08-01,ELEC104,Electronics,Chennai,High Street,3780.53,10,17949.17,Yes,227,Monsoon,272
2024-01-01,ELEC103,Electronics,Chennai,Mall,9198.84,5,18661.74,Yes,208,Winter,299
2025-10-01,CARE103,Personal Care,Kolkata,Mall,198.85,15,18859.43,Yes,566,Festival,928
2024-04-01,ELEC104,Electronics,Pune,Neighbourhood,3944.29,5,258128.0371,No,151,Summer,206
2024-01-01,ELEC101,Electronics,Hyderabad,Mall,18976.41,25,14027.79,Yes,208,Winter,345
2025-11-01,HOME102,Home Appliances,Delhi,High Street,7255.63,20,3366.38,Yes,194,Festival,398
2023-11-01,GROC104,Groceries,Mumbai,Supermarket,478.47,15,8503.1,No,1154,Festival,1697
2023-06-01,HOME104,Home Appliances,Hyderabad,Supermarket,5454.97,5,13642.22,No,160,Monsoon,172
2023-09-01,CARE104,Personal Care,Kolkata,Mall,1030.98,10,85920.1279,No,830,Festival,1022
2023-11-01,GROC103,Groceries,Hyderabad,Supermarket,1958.2849999999999,5,20138.44,Yes,915,Festival,1167
2023-11-01,HOME103,Home Appliances,Chennai,Supermarket,19765.69,20,7702.53,Yes,177,Festival,301
2024-10-01,GROC103,Groceries,Delhi,Mall,69.45,15,27784.97,Yes,1012,Festival,1726
2024-09-01,ELEC101,Electronics,Bengaluru,Supermarket,16775.81,20,19702.79,No,194,Festival,383
2024-02-01,GROC101,Groceries,Kochi,High Street,108.66,25,7265.84,No,888,Winter,875
2024-12-01,FASH103,Fashion,Kochi,Supermarket,1016.22,5,10628.67,Yes,309,Winter,286
2025-12-01,FASH101,Fashion,Kochi,Mall,1713.61,0,3386.98,No,398,Winter,224
2023-05-01,GROC102,Groceries,Pune,Mall,213.32,25,3155.34,No,985,Summer,1081
2024-02-01,FASH103,Fashion,Kochi,Mall,804.59,0,6956.2,No,291,Winter,271
2025-11-01,ELEC104,Electronics,Mumbai,Supermarket,3109.62,10,9042.87,No,282,Festival,421
2023-06-01,HOME102,Home Appliances,Mumbai,High Street,8250.43,15,10627.46,No,131,Monsoon,190
2025-08-01,FASH103,Fashion,Bengaluru,Neighbourhood,789.74,15,3565.71,Yes,339,Monsoon,495
2025-11-01,GROC102,Groceries,Bengaluru,Neighbourhood,237.59,5,11760.57,No,864,Festival,1444
2023-08-01,GROC104,Groceries,Kochi,Neighbourhood,477.35,10,19569.29,Yes,703,Monsoon,661
2023-09-01,CARE101,Personal Care,Kolkata,High Street,327.38,15,14338.8,No,643,Festival,913
2025-11-01,HOME102,Home Appliances,Mumbai,Supermarket,7844.96,25,29202.87,Yes,217,Festival,513
2023-05-01,GROC101,Groceries,Chennai,Supermarket,103.63,5,18823.32,No,930,Summer,1044
2024-09-01,GROC101,Groceries,Pune,Mall,119.39,20,21078.2,No,1136,Festival,1442
2023-07-01,CARE102,Personal Care,Kolkata,Supermarket,746.12,15,19977.86,No,897,Monsoon,753
2023-07-01,FASH104,Fashion,Hyderabad,Supermarket,3554.98,5,23184.61,No,424,Monsoon,399
2025-05-01,FASH104,Fashion,Hyderabad,High Street,2880.45,15,9828.2,No,440,Summer,502
2024-04-01,CARE103,Personal Care,Kochi,Mall,206.66,5,22923.3,No,601,Summer,421
2024-05-01,FASH104,Fashion,Kolkata,Supermarket,3053.75,20,24217.36,No,361,Summer,444
2023-11-01,GROC103,Groceries,Kochi,High Street,77.65,5,23230.91,Yes,867,Festival,1095
2024-08-01,FASH102,Fashion,Kolkata,High Street,2524.26,10,17359.82,Yes,458,Monsoon,470
2023-03-01,CARE102,Personal Care,Mumbai,High Street,595.13,20,15309.93,No,963,Summer,1171
2024-07-01,GROC104,Groceries,Kochi,High Street,512.22,15,26567.97,No,813,Monsoon,713
2024-08-01,HOME102,Home Appliances,Kolkata,Mall,8010.62,25,3320.68,Yes,181,Monsoon,228
2025-12-01,FASH101,Fashion,Kolkata,Supermarket,1519.03,25,20885.23,Yes,382,Winter,598
2025-10-01,CARE103,Personal Care,Pune,Supermarket,188.93,25,9335.6,No,676,Festival,894
2025-11-01,FASH102,Fashion,Delhi,High Street,2384.52,15,17889.6,Yes,418,Festival,746
2024-12-01,ELEC102,Electronics,Kolkata,Supermarket,22925.23,25,8950.52,Yes,197,Winter,316
2024-01-01,ELEC102,Electronics,Bengaluru,Neighbourhood,25027.65,5,22200.0,No,124,Winter,197
2023-01-01,HOME103,Home Appliances,Kochi,High Street,16915.97,10,19992.05,No,110,Winter,138
2023-12-01,ELEC101,Electronics,Pune,Neighbourhood,19709.46,20,29608.4,No,126,Winter,230
2023-07-01,GROC102,Groceries,Mumbai,Neighbourhood,285.07,0,9368.29,No,947,Monsoon,815
2024-11-01,FASH103,Fashion,Kochi,Mall,824.83,25,20925.3,Yes,266,Festival,498
2023-10-01,GROC103,Groceries,Hyderabad,Neighbourhood,73.55,5,29626.78,Yes,705,Festival,1148
2024-08-01,FASH104,Fashion,Mumbai,High Street,3506.51,10,23696.14,Yes,532,Monsoon,591
2023-03-01,FASH102,Fashion,Kolkata,Supermarket,2197.9,15,4241.53,No,436,Summer,403
2024-02-01,FASH101,Fashion,Kolkata,Neighbourhood,1344.9,20,25217.1,No,245,Winter,462
2024-12-01,FASH101,Fashion,Hyderabad,High Street,1618.2,10,29924.54,No,458,Winter,514
2024-11-01,GROC104,Groceries,Mumbai,Supermarket,401.56,5,13227.71,No,1206,Festival,1708
2025-06-01,FASH104,Fashion,Hyderabad,High Street,2908.18,5,9709.56,No,332,Monsoon,375
2024-12-01,ELEC103,Electronics,Bengaluru,Neighbourhood,8029.77,5,4716.88,No,205,Winter,228
2025-05-01,GROC104,Groceries,Hyderabad,High Street,394.05,5,11000.92,No,812,Summer,824
2024-10-01,HOME101,Home Appliances,Chennai,Neighbourhood,12060.19,15,7925.05,No,129,Festival,200
2024-05-01,GROC101,Groceries,Delhi,High Street,117.09,10,26950.88,No,973,Summer,1054
2025-11-01,HOME101,Home Appliances,Pune,Supermarket,12027.58,0,20378.91,Yes,181,Festival,293
2023-09-01,FASH104,Fashion,Chennai,High Street,3392.51,10,21420.63,No,399,Festival,484
2024-09-01,HOME104,Home Appliances,Kolkata,Neighbourhood,4284.78,0,16472.23,No,118,Festival,199
2024-03-01,CARE104,Personal Care,Bengaluru,Neighbourhood,830.92,10,27779.46,No,589,Summer,708
2025-02-01,HOME104,Home Appliances,Hyderabad,Mall,4554.46,15,8452.21,No,172,Winter,197
2023-12-01,FASH101,Fashion,Chennai,Neighbourhood,1318.14,10,5478.21,No,273,Winter,363
2023-03-01,HOME103,Home Appliances,Chennai,Neighbourhood,15810.46,0,15768.84,No,102,Summer,152
2024-09-01,CARE102,Personal Care,Chennai,Mall,662.49,10,3453.0,No,855,Festival,967
2025-09-01,ELEC101,Electronics,Kochi,Mall,16631.68,20,22964.15,No,200,Festival,283
2024-03-01,CARE102,Personal Care,Hyderabad,Mall,560.86,15,8145.94,No,849,Summer,942
2024-09-01,FASH102,Fashion,Pune,Supermarket,2181.14,0,4845.79,No,415,Festival,453
2024-08-01,GROC102,Groceries,Kolkata,Neighbourhood,239.3,10,23925.68,No,624,Monsoon,783
2023-02-01,CARE103,Personal Care,Pune,Mall,188.18,0,29689.15,No,757,Winter,595
2024-02-01,FASH103,Fashion,Chennai,Mall,932.91,20,20120.06,No,346,Winter,397
2023-09-01,ELEC101,Electronics,Delhi,Supermarket,19044.16,25,21544.42,No,256,Festival,457
2024-07-01,CARE101,Personal Care,Hyderabad,High Street,309.6,10,16105.48,No,576,Monsoon,700
2024-01-01,GROC104,Groceries,Pune,Mall,414.95,15,21467.42,Yes,741,Winter,1053
2024-07-01,ELEC103,Electronics,Bengaluru,Mall,7191.32,0,23624.16,No,248,Monsoon,257
2023-12-01,CARE102,Personal Care,Chennai,High Street,683.19,5,27697.78,Yes,604,Winter,813
2025-06-01,CARE102,Personal Care,Delhi,High Street,607.26,10,19603.5,No,637,Monsoon,787
2024-03-01,CARE101,Personal Care,Kochi,High Street,335.37,5,17998.82,No,686,Summer,519
2024-09-01,FASH103,Fashion,Bengaluru,Supermarket,800.49,20,24531.12,No,391,Festival,697
2024-12-01,HOME101,Home Appliances,Kolkata,High Street,12481.98,20,8813.05,Yes,160,Winter,239
2023-09-01,ELEC101,Electronics,Pune,Neighbourhood,16644.12,20,26347.59,No,119,Festival,283
2025-05-01,GROC102,Groceries,Chennai,Mall,229.59,20,21349.21,No,819,Summer,1133
2023-06-01,HOME102,Home Appliances,Chennai,Neighbourhood,8266.53,10,14833.41,No,90,Monsoon,132
2023-07-01,CARE103,Personal Care,Bengaluru,Supermarket,156.89,25,14028.02,No,963,Monsoon,1150
2024-05-01,CARE101,Personal Care,Bengaluru,Neighbourhood,297.88,15,5962.91,No,553,Summer,826
2025-08-01,HOME102,Home Appliances,Mumbai,Neighbourhood,8358.78,10,20840.11,Yes,140,Monsoon,265
2025-11-01,CARE101,Personal Care,Bengaluru,Supermarket,380.53,5,7301.39,Yes,1024,Festival,1212
2024-03-01,FASH102,Fashion,Mumbai,Mall,2111.08,5,9555.05,No,443,Summer,473
2024-03-01,ELEC101,Electronics,Delhi,High Street,16768.56,5,6953.52,No,213,Summer,245
2024-12-01,HOME101,Home Appliances,Pune,Supermarket,12891.38,15,3124.21,Yes,157,Winter,206
2025-07-01,HOME102,Home Appliances,Chennai,Mall,8300.3,10,25235.92,No,178,Monsoon,184
2024-07-01,GROC104,Groceries,Kolkata,Supermarket,411.79,10,6315.19,No,1089,Monsoon,977
2023-09-01,GROC101,Groceries,Chennai,High Street,133.42,10,6294.27,No,1173,Festival,1233
2024-12-01,ELEC103,Electronics,Pune,High Street,8012.46,15,19008.44,No,189,Winter,232
2023-11-01,HOME101,Home Appliances,Kolkata,Neighbourhood,12477.67,5,8896.32,Yes,125,Festival,244
2025-12-01,HOME103,Home Appliances,Chennai,Neighbourhood,17754.1,15,15419.41,No,91,Winter,160
2024-11-01,FASH104,Fashion,Hyderabad,Supermarket,2812.21,20,3355.86,Yes,491,Festival,758
2024-11-01,CARE101,Personal Care,Kolkata,Neighbourhood,365.61,10,22187.75,Yes,590,Festival,900
2025-02-01,GROC101,Groceries,Hyderabad,Mall,119.46,10,23055.7,No,851,Winter,984
2023-12-01,FASH103,Fashion,Kochi,High Street,1015.77,15,12094.38,Yes,347,Winter,373
